3.700000000000000000e+01,7.400000000000000000e+01,-6.440000000000000169e-01,7.650000000000000133e-01,3.611000000000000210e+00
3.800000000000000000e+01,7.600000000000000000e+01,2.959999999999999853e-01,9.549999999999999600e-01,3.637999999999999901e+00
nan,7.800000000000000000e+01,9.639999999999999680e-01,2.670000000000000151e-01,3.664000000000000146e+00
4.000000000000000000e+01,8.000000000000000000e+01,7.449999999999999956e-01,-6.670000000000000373e-01,3.689000000000000057e+00
4.100000000000000000e+01,8.200000000000000000e+01,-1.590000000000000024e-01,-9.869999999999999885e-01,nan
6.300000000000000000e+01,8.400000000000000000e+01,-9.170000000000000373e-01,-4.000000000000000222e-01,3.737999999999999989e+00
4.300000000000000000e+01,8.600000000000000000e+01,-8.319999999999999618e-01,nan,3.761000000000000121e+00
4.400000000000000000e+01,8.800000000000000000e+01,1.799999999999999864e-02,1.000000000000000000e+00,3.783999999999999808e+00
4.500000000000000000e+01,9.000000000000000000e+01,8.509999999999999787e-01,5.250000000000000222e-01,3.806999999999999940e+00
4.600000000000000000e+01,9.200000000000000000e+01,9.020000000000000240e-01,-4.319999999999999951e-01,3.829000000000000181e+00
4.700000000000000000e+01,9.400000000000000000e+01,1.239999999999999991e-01,-9.919999999999999929e-01,3.850000000000000089e+00
4.800000000000000000e+01,1.440000000000000000e+02,-7.680000000000000160e-01,-6.400000000000000133e-01,nan
4.900000000000000000e+01,9.800000000000000000e+01,-9.539999999999999591e-01,4.510000000000000120e-01,3.891999999999999904e+00
5.000000000000000000e+01,1.000000000000000000e+02,-2.620000000000000107e-01,9.649999999999999689e-01,3.911999999999999922e+00
5.100000000000000000e+01,1.020000000000000000e+02,6.700000000000000400e-01,7.419999999999999929e-01,3.931999999999999940e+00
nan,1.040000000000000000e+02,9.869999999999999885e-01,-1.630000000000000060e-01,3.951000000000000068e+00
5.300000000000000000e+01,1.060000000000000000e+02,3.960000000000000187e-01,-9.180000000000000382e-01,3.970000000000000195e+00
5.400000000000000000e+01,1.080000000000000000e+02,-5.590000000000000524e-01,-8.289999999999999591e-01,3.988999999999999879e+00
5.500000000000000000e+01,1.100000000000000000e+02,-1.000000000000000000e+00,2.199999999999999872e-02,4.006999999999999673e+00
5.600000000000000000e+01,1.120000000000000000e+02,-5.220000000000000195e-01,8.529999999999999805e-01,4.025000000000000355e+00
5.700000000000000000e+01,1.140000000000000000e+02,4.359999999999999987e-01,9.000000000000000222e-01,4.043000000000000149e+00
5.800000000000000000e+01,1.160000000000000000e+02,nan,1.189999999999999947e-01,4.059999999999999609e+00
5.900000000000000000e+01,1.180000000000000000e+02,6.370000000000000107e-01,-7.710000000000000187e-01,4.078000000000000291e+00
6.000000000000000000e+01,1.200000000000000000e+02,-3.049999999999999933e-01,-9.519999999999999574e-01,4.094000000000000306e+00
6.100000000000000000e+01,1.220000000000000000e+02,-9.659999999999999698e-01,-2.580000000000000071e-01,4.110999999999999766e+00
6.200000000000000000e+01,1.240000000000000000e+02,-7.389999999999999902e-01,6.740000000000000435e-01,4.126999999999999780e+00
6.300000000000000000e+01,1.260000000000000000e+02,1.670000000000000095e-01,9.859999999999999876e-01,4.142999999999999794e+00
6.400000000000000000e+01,1.280000000000000000e+02,9.200000000000000400e-01,3.920000000000000151e-01,4.158999999999999808e+00
6.500000000000000000e+01,1.300000000000000000e+02,8.269999999999999574e-01,-5.620000000000000551e-01,4.174000000000000377e+00
6.600000000000000000e+01,1.320000000000000000e+02,-2.699999999999999969e-02,nan,4.190000000000000391e+00
1.005000000000000000e+02,2.010000000000000000e+02,-8.559999999999999831e-01,-5.180000000000000160e-01,4.205000000000000071e+00
6.800000000000000000e+01,1.360000000000000000e+02,-8.980000000000000204e-01,4.400000000000000022e-01,4.219999999999999751e+00
6.900000000000000000e+01,1.380000000000000000e+02,nan,9.929999999999999938e-01,4.233999999999999986e+00
7.000000000000000000e+01,1.400000000000000000e+02,7.740000000000000213e-01,6.330000000000000071e-01,4.248000000000000220e+00
nan,1.420000000000000000e+02,9.509999999999999565e-01,-3.089999999999999969e-01,4.262999999999999901e+00
nan,1.440000000000000000e+02,2.540000000000000036e-01,-9.669999999999999707e-01,4.277000000000000135e+00
nan,1.460000000000000000e+02,-1.014999999999999902e+00,-7.359999999999999876e-01,4.290000000000000036e+00
nan,1.480000000000000000e+02,-9.849999999999999867e-01,nan,4.304000000000000270e+00
nan,1.500000000000000000e+02,-3.880000000000000115e-01,nan,4.317000000000000171e+00
nan,1.520000000000000000e+02,5.659999999999999476e-01,nan,4.331000000000000405e+00
7.700000000000000000e+01,1.540000000000000000e+02,1.000000000000000000e+00,nan,4.344000000000000306e+00
7.800000000000000000e+01,1.560000000000000000e+02,5.140000000000000124e-01,nan,4.357000000000000206e+00
7.900000000000000000e+01,1.580000000000000000e+02,-4.440000000000000058e-01,nan,4.368999999999999773e+00
8.000000000000000000e+01,1.600000000000000000e+02,-9.939999999999999947e-01,nan,4.381999999999999673e+00
8.100000000000000000e+01,1.620000000000000000e+02,-6.300000000000000044e-01,nan,4.394000000000000128e+00
8.200000000000000000e+01,nan,3.130000000000000004e-01,nan,4.407000000000000028e+00
8.300000000000000000e+01,nan,9.679999999999999716e-01,nan,4.418999999999999595e+00
nan,nan,7.329999999999999849e-01,-6.800000000000000488e-01,4.431000000000000050e+00
8.500000000000000000e+01,1.700000000000000000e+02,-1.759999999999999898e-01,-9.839999999999999858e-01,4.442999999999999616e+00
8.600000000000000000e+01,1.720000000000000000e+02,-9.230000000000000426e-01,-3.840000000000000080e-01,4.453999999999999737e+00
8.700000000000000000e+01,1.740000000000000000e+02,-8.219999999999999529e-01,5.699999999999999512e-01,4.466000000000000192e+00
8.800000000000000000e+01,1.760000000000000000e+02,3.500000000000000333e-02,9.989999999999999991e-01,4.477000000000000313e+00
8.900000000000000000e+01,2.670000000000000000e+02,8.599999999999999867e-01,5.100000000000000089e-01,4.488999999999999879e+00
9.000000000000000000e+01,1.800000000000000000e+02,8.940000000000000169e-01,-4.480000000000000093e-01,4.500000000000000000e+00
9.100000000000000000e+01,1.820000000000000000e+02,1.059999999999999970e-01,-9.939999999999999947e-01,4.511000000000000121e+00
9.200000000000000000e+01,2.760000000000000000e+02,-1.169000000000000039e+00,-6.260000000000000009e-01,6.783000000000000362e+00
9.300000000000000000e+01,1.860000000000000000e+02,-9.479999999999999538e-01,3.170000000000000040e-01,4.533000000000000362e+00
9.400000000000000000e+01,1.880000000000000000e+02,-2.449999999999999956e-01,9.689999999999999725e-01,nan
9.500000000000000000e+01,1.900000000000000000e+02,6.830000000000000515e-01,7.299999999999999822e-01,4.554000000000000270e+00
9.600000000000000000e+01,1.920000000000000000e+02,9.839999999999999858e-01,-1.799999999999999933e-01,4.564000000000000057e+00
9.700000000000000000e+01,1.940000000000000000e+02,3.800000000000000044e-01,-9.250000000000000444e-01,4.575000000000000178e+00
9.800000000000000000e+01,1.960000000000000000e+02,-5.729999999999999538e-01,-8.189999999999999503e-01,4.584999999999999964e+00
9.900000000000000000e+01,1.980000000000000000e+02,-9.989999999999999991e-01,4.000000000000000083e-02,4.594999999999999751e+00
